term,name,district,party,counties,image_link,senator_link,speaker
2002 - 2004,"Ryan, Timothy M. ""Tim""",100,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4145.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4145&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Sansom, Ray",4,Republican,"Parts of Okaloosa, Santa Rosa",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4262.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4262&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Seiler, John P. ""Jack""",92,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4220.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4220&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Simmons, David",37,Republican,"Parts of Orange, Seminole",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4207.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4207&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Slosberg, Irving ""Irv""",90,Democrat,"Parts of Broward, Palm Beach",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4232.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4232&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Smith, Christopher L. ""Chris""",93,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4168.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4168&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Sobel, Eleanor",99,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4142.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4142&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"* Sorensen Ph.D., Ken",120,Republican,Monroe and part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4165.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4165&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Spratt, Joseph R. ""Joe""",77,Republican,"Glades, Hendry and parts of Collier, Highlands",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4124.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4124&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Stansel, Dwight",11,Democrat,"Gilchrist, Lafayette, Suwannee and parts of Alachua, Columbia, Dixie",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4159.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4159&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Stargel, John K.",64,Republican,Part of Polk,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4276.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4276&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Sullivan M.D., Donald C.  ""Don""",54,Republican,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4335.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4335&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Troutman, Baxter  G.",66,Republican,"Hardee and parts of Highlands, Polk",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4259.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4259&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Vana, Shelley",85,Democrat,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4279.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4279&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Waters, Leslie",51,Republican,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4160.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4160&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Wiles, Doug",20,Democrat,"Parts of Clay, Flagler, St. Johns",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4125.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4125&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Wishner, Roger B.",98,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4224.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4224&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Zapata, Juan C.",119,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4288.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4288&LegislativeTermId=80,Speaker Byrd
2000 - 2002,"Alexander, JD",66,Republican,"Parts of Hillsborough, Polk",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4133.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4133&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Allen, Bob",32,Republican,"Parts of Brevard, Indian River, Orange",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4204.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4204&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Andrews, William F. ""Bill""",87,Republican,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4061.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4061&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Argenziano, Nancy",43,Republican,"Citrus and parts of Hernando, Marion",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4116.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4116&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Arza, Rafael",102,Republican,"Parts of Collier, Dade",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4237.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4237&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"* Attkisson, Frank",79,Republican,"Parts of Okeechobee, Osceola",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4234.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4234&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Atwater, Jeffrey H. ""Jeff""",83,Republican,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4213.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4213&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Ausley, Loranne",9,Democrat,Part of Leon,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4190.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4190&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Baker, Carey",25,Republican,"Parts of Lake, Marion, Seminole, Volusia",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4201.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4201&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Ball, Randy John",29,Republican,Part of Brevard,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4072.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4072&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"* Barreiro, Gustavo A.",107,Republican,Part of Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4151.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4151&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Baxley, Dennis K.",24,Republican,Part of Marion,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4200.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4200&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Bean, Aaron P.",12,Republican,"Baker, Bradford, Nassau, Union and part of Duval",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4192.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4192&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Bendross-Mindingall, Dorothy",109,Democrat,Part of Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4227.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4227&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Bennett, Michael S. ""Mike""",67,Republican,"Parts of Hillsborough, Manatee, Sarasota",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4183.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4183&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Bense, Allan G.",6,Republican,Part of Bay,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4157.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4157&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Benson, Anna Holliday ""Holly""",3,Republican,Part of Escambia,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4187.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4187&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Berfield, Kim",50,Republican,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4210.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4210&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Betancourt, Annie",116,Democrat,Part of Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4076.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4076&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Bilirakis, Gus Michael",48,Republican,"Parts of Hillsborough, Pinellas",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4169.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4169&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Bowen, Marsha L. ""Marty""",65,Republican,Part of Polk,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4226.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4226&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Brown, Donald D. ""Don""",5,Republican,"Holmes, Washington and parts of Okaloosa, Walton",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4188.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4188&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Brummer, Frederick C. ""Fred""",38,Republican,"Parts of Lake, Orange",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4144.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4144&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Brutus, Phillip J.",108,Democrat,Part of Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4244.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4244&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Bucher, Susan",86,Democrat,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4182.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4182&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Bullard, Edward B. ""Ed""",118,Democrat,Part of Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4230.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4230&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Byrd, Johnnie",62,Republican,Part of Hillsborough,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4117.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4117&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Cantens, Gaston I.",114,Republican,Part of Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4147.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4147&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Carassas, John",54,Republican,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4216.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4216&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Clarke, Donna",69,Republican,Part of Sarasota,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4228.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4228&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Crow, Larry",49,Republican,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4070.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4070&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Cusack, Joyce",26,Democrat,"Parts of Flagler, Lake, Volusia",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4236.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4236&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"* Davis, Don",18,Republican,"Parts of Duval, St. Johns",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4196.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4196&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Detert, Nancy C.",70,Republican,Part of Sarasota,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4155.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4155&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Diaz de la Portilla, Renier",115,Republican,Part of Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4181.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4181&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Diaz-Balart, Mario",112,Republican,Part of Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/3050.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=3050&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Dockery, Paula Bono",64,Republican,Part of Polk,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4129.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4129&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"* Evers, Greg",1,Republican,"Parts of Escambia, Okaloosa, Santa Rosa",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4247.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4247&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Farkas, Frank",52,Republican,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4153.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4153&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Fasano, Mike",45,Republican,"Parts of Hernando, Pasco",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4058.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4058&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Feeney, Tom",33,Republican,"Parts of Orange, Seminole, Volusia",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/3084.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=3084&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Fields, Terry L.",14,Democrat,Part of Duval,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4194.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4194&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Fiorentino, Heather",46,Republican,Part of Pasco,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4156.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4156&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Flanagan, Mark G.",68,Republican,Part of Manatee,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4059.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4059&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Frankel, Lois J.",85,Democrat,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/3046.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=3046&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Gannon, Anne M. ""Annie""",88,Democrat,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4218.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4218&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Garcia, Rene",110,Republican,Part of Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4239.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4239&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Gardiner, Andy",40,Republican,Part of Orange,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4209.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4209&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Gelber, Dan",106,Democrat,Part of Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4225.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4225&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Gibson III, Hugh H.",42,Republican,"Parts of Lake, Marion, Sumter",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4240.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4240&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Goodlette, J. Dudley",76,Republican,Part of Collier,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4137.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4137&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Gottlieb, Kenneth Allan ""Ken""",101,Democrat,"Parts of Broward, Dade",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4134.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4134&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Green, Carole",75,Republican,"Parts of Collier, Lee",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4143.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4143&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Greenstein, Ron L.",95,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4150.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4150&LegislativeTermId=79,Speaker Feeney
2000 - 2002,"Haridopolos, Mike",30,Republican,Part of Brevard,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4202.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4202&LegislativeTermId=79,Speaker Feeney
